current_name,new_name
A380_COCKPIT_SIDEWALL01_4K_ALBEDO.PNG,A380X_COCKPIT_SIDEWALL01_ALBD.PNG
A380_COCKPIT_SIDEWALL01_4K_COMP.PNG,A380X_COCKPIT_SIDEWALL01_COMP.PNG
A380_COCKPIT_SIDEWALL01_4K_NORMAL.PNG,A380X_COCKPIT_SIDEWALL01_NORM.PNG
A380_COCKPIT_SIDEWALL02_4K_ALBEDO.PNG,A380X_COCKPIT_SIDEWALL02_ALBD.PNG
A380_COCKPIT_SIDEWALL02_4K_COMP.PNG,A380X_COCKPIT_SIDEWALL02_COMP.PNG
A380_COCKPIT_SIDEWALL02_4K_NORMAL.PNG,A380X_COCKPIT_SIDEWALL02_NORM.PNG
A380_COCKPIT_SIDEWALLS_FRONTSHIELD_4K_ALBEDO.PNG,A380X_COCKPIT_SIDEWALLS_FRONTSHIELD_ALBD.PNG
A380_COCKPIT_SIDEWALLS_FRONTSHIELD_4K_COMP.PNG,A380X_COCKPIT_SIDEWALLS_FRONTSHIELD_COMP.PNG
A380_COCKPIT_SIDEWALLS_FRONTSHIELD_4K_NORMAL.PNG,A380X_COCKPIT_SIDEWALLS_FRONTSHIELD_NORM.PNG
A380_COCKPIT_STICKER_8K_ALBEDO.PNG,A380X_COCKPIT_STICKER_ALBD.PNG
A380_COCKPIT_STICKER_8K_COMP.PNG,A380X_COCKPIT_STICKER_COMP.PNG
A380_COCKPIT_STICKER_8K_NORMAL.PNG,A380X_COCKPIT_STICKER_NORM.PNG
A380_COCKPIT_WINDOW_STRUCTURE_4K_ALBEDO.PNG,A380X_COCKPIT_WINDOW_STRUCTURE_ALBD.PNG
A380_COCKPIT_WINDOW_STRUCTURE_4K_COMP.PNG,A380X_COCKPIT_WINDOW_STRUCTURE_COMP.PNG
A380_COCKPIT_WINDOW_STRUCTURE_4K_NORMAL.PNG,A380X_COCKPIT_WINDOW_STRUCTURE_NORM.PNG
A380_COCKPIT_WINDSHIELD_FRAME_4K_ALBEDO.PNG,A380X_COCKPIT_WINDSHIELD_FRAME_ALBD.PNG
A380_COCKPIT_WINDSHIELD_FRAME_4K_COMP.PNG,A380X_COCKPIT_WINDSHIELD_FRAME_COMP.PNG
A380_COCKPIT_WINDSHIELD_FRAME_4K_EMMIS.PNG,A380X_COCKPIT_WINDSHIELD_FRAME_EMIS.PNG
A380_COCKPIT_WINDSHIELD_FRAME_4K_NORMAL.PNG,A380X_COCKPIT_WINDSHIELD_FRAME_NORM.PNG
A380_COCKPIT_WINDSHIELD_HEATING_ELMT_ALBD.PNG,A380X_COCKPIT_WINDSHIELD_HEATING_ELMT_ALBD.PNG
A380_DECAL_DOOR_ALBEDO.PNG,A380X_DECAL_DOOR_ALBD.PNG
A380_DECAL_DOOR_NORM.PNG,A380X_DECAL_DOOR_NORM.PNG
A380_DETAIL_RIBBON01_ALBEDO.PNG,A380X_DETAIL_RIBBON01_ALBD.PNG
A380_DETAIL_RIBBON01_COMP.PNG,A380X_DETAIL_RIBBON01_COMP.PNG
A380_DETAIL_RIBBON01_NORMAL.PNG,A380X_DETAIL_RIBBON01_NORM.PNG
A380_EXTERIOR_ENG_CORES_LH_ALBEDO.PNG,A380X_EXT_ENG_CORES_LH_ALBD.PNG
A380_EXTERIOR_ENG_CORES_LH_COMP.PNG,A380X_EXT_ENG_CORES_LH_COMP.PNG
A380_EXTERIOR_ENG_CORES_LH_NORM.PNG,A380X_EXT_ENG_CORES_LH_NORM.PNG
A380_EXTERIOR_ENG_CORES_RH_ALBEDO.PNG,A380X_EXT_ENG_CORES_RH_ALBD.PNG
A380_EXTERIOR_ENG_CORES_RH_NORM.PNG,A380X_EXT_ENG_CORES_RH_NORM.PNG
A380_EXTERIOR_ENG_LH_ALBEDO.PNG,A380X_EXT_ENG_LH_ALBD.PNG
A380_EXTERIOR_ENG_LH_COMP.PNG,A380X_EXT_ENG_LH_COMP.PNG
A380_EXTERIOR_ENG_LH_NORM.PNG,A380X_EXT_ENG_LH_NORM.PNG
A380_EXTERIOR_ENG_RH_ALBEDO.PNG,A380X_EXT_ENG_RH_ALBD.PNG
A380_EXTERIOR_ENG_RH_COMP.PNG,A380X_EXT_ENG_RH_COMP.PNG
A380_EXTERIOR_ENG_RH_NORM.PNG,A380X_EXT_ENG_RH_NORM.PNG
A380_EXTERIOR_ICE_BASECOLOR.PNG,A380X_EXT_ICE_ALBD.PNG
A380_EXTERIOR_ICE_EMISSION.PNG,A380X_EXT_ICE_EMIS.PNG
A380_EXTERIOR_ICE_NORMAL.PNG,A380X_EXT_ICE_NORM.PNG
A380_EXTERIOR_ICE_OCCLUSIONROUGHNESSMETALLIC.PNG,A380X_EXT_ICE_COMP.PNG
A380_EXTERIOR_MISC_ALBEDO.PNG,A380X_EXT_MISC_ALBD.PNG
A380_EXTERIOR_MISC_COMP.PNG,A380X_EXT_MISC_COMP.PNG
A380_EXTERIOR_MISC_NORMAL.PNG,A380X_EXT_MISC_NORM.PNG
A380_EXTERIOR_NLG_ALBEDO.PNG,A380X_EXT_NLG_ALBD.PNG
A380_EXTERIOR_NLG_METAL.PNG,A380X_EXT_NLG_COMP.PNG
A380_EXTERIOR_NLG_NORMAL.PNG,A380X_EXT_NLG_NORM.PNG
A380_EXTERIOR_WING1_2_ALBEDO.PNG,A380X_EXT_WING1_2_ALBD.PNG
A380_EXTERIOR_WING1_2_COMP.PNG,A380X_EXT_WING1_2_COMP.PNG
A380_EXTERIOR_WING1_2_NORM.PNG,A380X_EXT_WING1_2_NORM.PNG
A380_EXTERIOR_WING1_ALBEDO.PNG,A380X_EXT_WING1_ALBD.PNG
A380_EXTERIOR_WING1_COMP.PNG,A380X_EXT_WING1_COMP.PNG
A380_EXTERIOR_WING1_NORM.PNG,A380X_EXT_WING1_NORM.PNG
A380_EXTERIOR_WING2_2_ALBEDO.PNG,A380X_EXT_WING2_2_ALBD.PNG
A380_EXTERIOR_WING2_2_COMP.PNG,A380X_EXT_WING2_2_COMP.PNG
A380_EXTERIOR_WING2_2_NORM.PNG,A380X_EXT_WING2_2_NORM.PNG
A380_EXTERIOR_WING2_ALBEDO.PNG,A380X_EXT_WING2_ALBD.PNG
A380_EXTERIOR_WING2_COMP.PNG,A380X_EXT_WING2_COMP.PNG
A380_EXTERIOR_WING2_NORM.PNG,A380X_EXT_WING2_NORM.PNG
A380_EXTERTIOR_FAN_ALBEDO.PNG,A380X_EXT_FAN_ALBD.PNG
A380_EXTERTIOR_FAN_COMP.PNG,A380X_EXT_FAN_COMP.PNG
A380_EXTERTIOR_FAN_NORM.PNG,A380X_EXT_FAN_NORM.PNG
A380_EXTERTIOR_PYLON_ALBEDO.PNG,A380X_EXT_PYLON_ALBD.PNG
A380_EXTERTIOR_PYLON_COMP.PNG,A380X_EXT_PYLON_COMP.PNG
A380_EXTERTIOR_PYLON_NORM.PNG,A380X_EXT_PYLON_NORM.PNG
A380_PAX_WINDOW_ALBEDO.PNG,A380X_PAX_WINDOW_ALBD.PNG
